customer_id,customer_email,customer_name,segment,country,city,state,postal_code,region
SF-20200,cvrcek@me.com,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West
SF-20965,dmouse@outlook.com,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central
SG-20080,mastinfo@msn.com,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central
SH-19975,mhouston@optonline.net,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West
SH-20395,durist@aol.com,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South
SJ-20125,wildfire@yahoo.com,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East
SJ-20500,dawnsong@hotmail.com,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central
SK-19990,evans@me.com,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East
SM-20005,dmouse@outlook.com,Sally Matthias,Consumer,United States,New York City,New York,10009,East
SN-20710,msroth@me.com,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central
SO-20335,geekgrl@comcast.net,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South
SP-20545,mstrout@me.com,Sibella Parks,Corporate,United States,New York City,New York,10011,East
SP-20650,wildfire@yahoo.com,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West
SP-20860,geekgrl@comcast.net,Sung Pak,Corporate,United States,Los Angeles,California,90045,West
SR-20740,duncand@mac.com,Steven Roelle,Home Office,United States,New York City,New York,10024,East
SS-20140,mrdvt@hotmail.com,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East
SS-20590,stern@verizon.net,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West
SS-20875,atmarks@live.com,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central
SV-20365,barnett@comcast.net,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East
TB-21055,durist@aol.com,Ted Butterfield,Consumer,United States,Troy,New York,12180,East
TB-21520,evans@me.com,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central
TB-21595,mstrout@me.com,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central
TD-20995,wildfire@yahoo.com,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central
TG-21640,world@att.net,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West
TH-21235,fmerges@hotmail.com,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central
TH-21550,geekgrl@comcast.net,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central
TN-21040,unreal@live.com,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West
TP-21130,evans@me.com,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East
TR-21325,fmerges@hotmail.com,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East
TS-21205,msroth@me.com,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East
TS-21610,geekgrl@comcast.net,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West
TT-21070,dmouse@outlook.com,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West
TW-21025,cremonini@me.com,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West
VB-21745,benits@msn.com,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South
VD-21670,miyop@comcast.net,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South
VM-21685,bancboy@icloud.com,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East
VP-21730,cvrcek@me.com,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West
VW-21775,cremonini@me.com,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East
XP-21865,pgolle@mac.com,Xylona Preis,Consumer,United States,San Diego,Ohio,92024,West
YC-21895,benits@msn.com,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West
ZC-21910,gordonjcp@comcast.net,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West
ZD-21925,fmerges@hotmail.com,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West
